0,00001 0,00000
0,98494 0,15199
1,97084 0,30374
2,95578 0,45652
3,94105 0,60916
4,92536 0,76803
5,91097 0,91858
6,89433 1,06622
7,87964 1,20709
8,86400 1,36753
9,84805 1,53560
