0,00001 0,00000
0,99499 0,05288
1,98998 0,10582
2,98497 0,15877
3,97932 0,21222
4,97433 0,26551
5,96935 0,31877
6,96341 0,37244
7,95878 0,42594
8,95384 0,48073
9,94762 0,52555
