# Oscilloscope file ./20160704_104508.bin
# Channel 2
Time / s;Voltage / V
308;0.016
308.5;0.016
309;0.016
309.5;0.024
310;0.016
310.5;0.016
311;0.016
311.5;0.024
312;0.016
312.5;0.024
313;0.016
313.5;0.024
314;0.016
314.5;0.016
315;0.016
315.5;0.016
316;0.016
316.5;0.016
317;0.016
317.5;0.024
318;0.016
318.5;0.016
319;0.016
319.5;0.016
320;0.016
320.5;0.016
321;0.016
321.5;0.016
322;0.008
322.5;0.016
323;0.016
323.5;0.016
324;0.008
324.5;0.008
325;0.016
325.5;0.016
326;0.008
326.5;0.016
327;0.008
327.5;0.016
328;0.008
328.5;0.008
329;0.008
329.5;0.016
330;0.008
330.5;0.016
331;0.016
331.5;0.016
332;0.008
332.5;0.008
333;0.008
333.5;0.016
334;0.008
334.5;0.008
335;0.008
335.5;0.008
336;0.008
336.5;0.008
337;0.008
337.5;0.008
338;0
338.5;0.008
339;0.008
339.5;0.008
340;0.008
340.5;0.008
341;0.008
341.5;0.016
342;0
342.5;0.008
343;0.008
343.5;0.008
344;0
344.5;0.008
345;0.008
345.5;0.008
346;0
346.5;0.008
347;0
347.5;0.008
348;0
348.5;0
349;0.008
349.5;0.008
350;0
350.5;0.008
351;0
351.5;0.008
352;0
352.5;0.008
353;0.008
353.5;0.008
354;0
354.5;0.008
355;0.008
355.5;0.008
356;0
356.5;0.008
357;0.008
357.5;0.008
358;0.008
358.5;0.008
359;0.008
359.5;0.008
360;0
360.5;0.008
361;0.008
361.5;0.008
362;0.008
362.5;0.008
363;0.008
363.5;0.008
364;0.008
364.5;0.008
365;0.008
365.5;0.008
366;0.008
366.5;0.008
367;0.008
367.5;0.016
368;0.008
368.5;0.008
369;0.008
369.5;0.016
370;0.008
370.5;0.008
371;0.008
371.5;0.016
372;0.008
372.5;0.008
373;0.008
373.5;0.016
374;0.008
374.5;0.016
375;0.016
375.5;0.016
376;0.008
376.5;0.008
377;0.008
377.5;0.016
378;0.008
378.5;0.016
379;0.016
379.5;0.016
380;0.008
380.5;0.008
381;0.016
381.5;0.016
382;0.016
382.5;0.016
383;0.016
383.5;0.016
384;0.016
384.5;0.016
385;0.016
385.5;0.024
386;0.016
386.5;0.024
387;0.016
387.5;0.024
388;0.016
388.5;0.024
389;0.016
389.5;0.024
390;0.016
390.5;0.024
391;0.024
391.5;0.024
392;0.016
392.5;0.016
393;0.024
393.5;0.024
394;0.024
394.5;0.024
395;0.024
395.5;0.024
396;0.024
396.5;0.024
397;0.024
397.5;0.024
398;0.024
398.5;0.024
399;0.024
399.5;0.024
400;0.024
400.5;0.024
401;0.032
401.5;0.032
402;0.024
402.5;0.024
403;0.024
403.5;0.032
404;0.024
404.5;0.024
405;0.032
405.5;0.032
406;0.024
406.5;0.032
407;0.032
407.5;0.032
408;0.024
408.5;0.032
409;0.024
409.5;0.032
410;0.024
410.5;0.032
411;0.032
411.5;0.032
412;0.024
412.5;0.024
413;0.032
413.5;0.032
414;0.024
414.5;0.032
415;0.032
415.5;0.032
416;0.032
416.5;0.032
417;0.032
417.5;0.032
418;0.032
418.5;0.032
419;0.032
419.5;0.04
420;0.032
420.5;0.032
421;0.032
421.5;0.04
422;0.032
422.5;0.032
423;0.04
423.5;0.04
424;0.032
424.5;0.04
425;0.032
425.5;0.04
426;0.032
426.5;0.032
427;0.032
427.5;0.04
428;0.032
428.5;0.032
429;0.032
429.5;0.04
430;0.032
430.5;0.04
431;0.04
431.5;0.04
432;0.032
432.5;0.04
433;0.032
433.5;0.04
434;0.032
434.5;0.04
435;0.04
435.5;0.04
436;0.04
436.5;0.04
437;0.04
437.5;0.04
438;0.032
438.5;0.04
439;0.04
439.5;0.04
440;0.04
440.5;0.04
441;0.04
441.5;0.048
442;0.04
442.5;0.04
443;0.04
443.5;0.04
444;0.04
444.5;0.04
445;0.04
445.5;0.048
446;0.04
446.5;0.048
447;0.04
447.5;0.048
448;0.04
448.5;0.04
449;0.04
449.5;0.048
450;0.04
450.5;0.04
451;0.048
451.5;0.048
452;0.04
452.5;0.04
453;0.04
453.5;0.048
454;0.04
454.5;0.048
455;0.048
455.5;0.048
456;0.048
456.5;0.048
457;0.048
457.5;0.048
458;0.04
458.5;0.048
459;0.048
459.5;0.048
460;0.048
460.5;0.048
461;0.048
461.5;0.048
462;0.048
462.5;0.048
463;0.048
463.5;0.048
464;0.04
464.5;0.048
465;0.048
465.5;0.048
466;0.048
466.5;0.048
467;0.048
467.5;0.048
468;0.048
468.5;0.048
469;0.056
469.5;0.056
470;0.048
470.5;0.048
471;0.048
471.5;0.056
472;0.048
472.5;0.056
473;0.048
473.5;0.048
474;0.048
474.5;0.048
475;0.048
475.5;0.056
476;0.048
476.5;0.048
477;0.048
477.5;0.048
478;0.048
478.5;0.048
479;0.048
479.5;0.056
480;0.048
480.5;0.048
481;0.048
481.5;0.048
482;0.04
482.5;0.04
483;0.048
483.5;0.048
484;0.048
484.5;0.048
485;0.048
485.5;0.048
486;0.04
486.5;0.048
487;0.048
487.5;0.048
488;0.048
488.5;0.048
489;0.048
489.5;0.048
490;0.048
490.5;0.048
491;0.048
491.5;0.048
492;0.04
492.5;0.048
493;0.048
493.5;0.048
494;0.048
494.5;0.048
495;0.048
495.5;0.048
496;0.04
496.5;0.048
497;0.048
497.5;0.048
498;0.04
498.5;0.04
499;0.04
499.5;0.048
500;0.04
500.5;0.04
501;0.04
501.5;0.04
502;0.04
502.5;0.04
503;0.04
503.5;0.04
504;0.04
504.5;0.04
505;0.04
505.5;0.04
506;0.032
506.5;0.04
507;0.04
507.5;0.04
508;0.032
508.5;0.032
509;0.04
509.5;0.04
510;0.032
510.5;0.032
511;0.032
511.5;0.04
512;0.032
512.5;0.04
513;0.032
513.5;0.032
514;0.032
514.5;0.032
515;0.032
515.5;0.032
516;0.032
516.5;0.032
517;0.032
517.5;0.032
518;0.024
518.5;0.032
519;0.032
519.5;0.032
520;0.024
520.5;0.032
521;0.032
521.5;0.032
522;0.024
522.5;0.024
523;0.024
523.5;0.024
524;0.024
524.5;0.024
525;0.024
525.5;0.024
526;0.016
526.5;0.024
527;0.016
527.5;0.024
528;0.016
528.5;0.016
529;0.016
529.5;0.024
530;0.016
530.5;0.016
531;0.024
531.5;0.024
532;0.016
532.5;0.016
533;0.016
533.5;0.016
534;0.016
534.5;0.016
535;0.016
535.5;0.016
536;0.008
536.5;0.016
537;0.016
537.5;0.016
538;0.008
538.5;0.016
539;0.016
539.5;0.016
540;0.008
540.5;0.016
541;0.008
541.5;0.016
542;0.008
542.5;0.008
543;0.016
543.5;0.016
544;0.008
544.5;0.008
545;0.016
545.5;0.016
546;0.008
546.5;0.008
547;0.008
547.5;0.016
548;0.008
548.5;0.008
549;0.008
549.5;0.016
550;0.008
550.5;0.008
551;0
551.5;0.008
552;0
552.5;0.008
553;0.008
553.5;0.008
554;0
554.5;0.008
555;0.008
555.5;0.008
556;0.008
556.5;0.008
557;0.008
557.5;0.008
558;0.008
558.5;0.008
559;0.008
559.5;0.008
560;0.008
560.5;0.008
561;0
561.5;0.008
562;0
562.5;0.008
563;0
563.5;0.008
564;0
564.5;0.008
565;0.008
565.5;0.008
566;0
566.5;0.008
567;0.008
567.5;0.008
568;0
568.5;0.008
569;0.008
569.5;0.008
570;0
570.5;0.008
571;0.008
571.5;0.008
572;0
572.5;0
573;0
573.5;0.008
574;0
574.5;0
575;0.008
575.5;0.008
576;0
576.5;0
577;0
577.5;0.008
578;0
578.5;0
579;0.008
579.5;0.008
580;0
580.5;0
581;0
581.5;0.008
582;0
582.5;0
583;0
583.5;0.008
584;0
584.5;0
585;0
585.5;0.008
586;0
586.5;0
587;0
587.5;0.008
588;0
588.5;0
589;0
589.5;0.008
590;0
590.5;0
591;0
591.5;0.008
592;0
592.5;0
593;0
593.5;0.008
594;0
594.5;0
595;0.008
595.5;0.008
596;0
596.5;0.008
597;0
597.5;0.008
598;0
598.5;0
599;0
599.5;0.008
600;0
600.5;0.008
601;0.008
601.5;0.008
602;0
602.5;0
603;0
603.5;0.008
604;0
604.5;0
605;0
605.5;0.008
606;0
606.5;0
607;0
607.5;0.008
608;0
608.5;0
609;0
609.5;0.008
610;0
610.5;0
611;0
611.5;0.008
612;0
612.5;0
613;0
613.5;0.008
614;0
614.5;0
615;0.008
615.5;0.008
616;0
616.5;0.008
617;0
617.5;0.008
618;0
618.5;0.008
619;0
619.5;0.008
620;0
620.5;0
621;0.008
621.5;0.008
622;0
622.5;0
623;0.008
623.5;0.008
624;0
624.5;0
625;0
625.5;0.008
626;0
626.5;0
627;0
627.5;0.008
628;0
628.5;0
629;0
629.5;0.008
630;0
630.5;0
631;0
631.5;0.008
632;0
632.5;0
633;0.008
633.5;0.008
634;0
634.5;0
635;0
635.5;0.008
636;0
636.5;0
637;0
637.5;0.008
638;0
638.5;0
639;0
639.5;0.008
640;0
640.5;0.008
641;0
641.5;0.008
642;0
642.5;0
643;0
643.5;0.008
644;0
644.5;0.008
645;0
645.5;0.008
646;0
646.5;0
647;0
647.5;0.008
648;0
648.5;0
649;0.008
649.5;0.008
650;0
650.5;0
651;0
651.5;0.008
652;0
652.5;0
653;0
653.5;0.008
654;0
654.5;0.008
655;0.008
655.5;0.008
656;0
656.5;0
657;0.008
657.5;0.008
658;0
658.5;0.008
659;0
659.5;0.008
660;0
660.5;0
661;0
661.5;0.008
662;0
662.5;0.008
663;0
663.5;0.008
664;0
664.5;0
665;0
665.5;0.008
666;0
666.5;0
667;0.008
667.5;0.008
668;0
668.5;0.008
669;0
669.5;0.008
670;0
670.5;0.008
671;0
671.5;0.008
672;0
672.5;0.008
673;0
673.5;0.008
674;0
674.5;0.008
675;0
675.5;0.008
676;0
676.5;0.008
677;0
677.5;0.008
678;0
678.5;0
679;0
679.5;0.008
680;0
680.5;0.008
681;0
681.5;0.008
682;0
682.5;0
683;0
683.5;0.008
684;0
684.5;0.008
685;0
685.5;0.008
686;0
686.5;0.008
687;0
687.5;0.008
688;0
688.5;0
689;0.008
689.5;0.008
690;0
690.5;0.008
691;0.008
691.5;0.008
692;0
692.5;0.008
693;0.008
693.5;0.008
694;0
694.5;0.008
695;0.008
695.5;0.008
696;0
696.5;0
697;0.008
697.5;0.008
698;0
698.5;0.008
699;0.008
699.5;0.008
700;0
700.5;0
701;0.008
701.5;0.008
702;0
702.5;0.008
703;0.008
703.5;0.008
704;0
704.5;0.008
705;0.008
705.5;0.008
706;0
706.5;0.008
707;0.008
707.5;0.008
708;0.008
708.5;0.008
709;0.008
709.5;0.008
710;0
710.5;0.008
711;0.008
711.5;0.016
712;0.008
712.5;0.008
713;0.008
713.5;0.008
714;0.008
714.5;0.008
715;0.008
715.5;0.008
716;0.008
716.5;0.008
717;0.008
717.5;0.016
718;0.008
718.5;0.008
719;0.008
719.5;0.016
720;0.008
720.5;0.008
721;0.008
721.5;0.016
722;0.008
722.5;0.008
723;0.008
723.5;0.016
724;0.008
724.5;0.016
725;0.008
725.5;0.016
726;0.008
726.5;0.008
727;0.008
727.5;0.016
728;0.008
728.5;0.008
729;0.008
729.5;0.016
730;0.008
730.5;0.016
731;0.008
731.5;0.016
732;0.008
732.5;0.016
733;0.016
733.5;0.016
734;0.016
734.5;0.016
735;0.016
735.5;0.016
736;0.008
736.5;0.016
737;0.016
737.5;0.024
738;0.016
738.5;0.016
739;0.016
739.5;0.024
740;0.016
740.5;0.016
741;0.016
741.5;0.024
742;0.016
742.5;0.024
743;0.024
743.5;0.024
744;0.016
744.5;0.016
745;0.016
745.5;0.024
746;0.016
746.5;0.024
747;0.024
747.5;0.024
748;0.024
748.5;0.024
749;0.024
749.5;0.032
750;0.024
750.5;0.024
751;0.024
751.5;0.032
752;0.024
752.5;0.024
753;0.024
753.5;0.032
754;0.024
754.5;0.032
755;0.024
755.5;0.032
756;0.024
756.5;0.032
757;0.032
757.5;0.032
758;0.024
758.5;0.024
759;0.032
759.5;0.04
760;0.032
760.5;0.032
761;0.032
761.5;0.04
762;0.032
762.5;0.04
763;0.032
763.5;0.04
764;0.032
764.5;0.04
765;0.04
765.5;0.04
766;0.04
766.5;0.04
767;0.04
767.5;0.048
768;0.04
768.5;0.04
769;0.04
769.5;0.048
770;0.04
770.5;0.04
771;0.04
771.5;0.048
772;0.04
772.5;0.048
773;0.048
773.5;0.048
774;0.04
774.5;0.048
775;0.048
775.5;0.056
776;0.048
776.5;0.056
777;0.056
777.5;0.056
778;0.048
778.5;0.048
779;0.048
779.5;0.056
780;0.048
780.5;0.056
781;0.056
781.5;0.064
782;0.048
782.5;0.056
783;0.056
783.5;0.056
784;0.048
784.5;0.056
785;0.056
785.5;0.064
786;0.048
786.5;0.056
787;0.056
787.5;0.064
788;0.056
788.5;0.064
789;0.064
789.5;0.064
790;0.056
790.5;0.064
791;0.064
791.5;0.064
792;0.056
792.5;0.064
793;0.064
793.5;0.072
794;0.064
794.5;0.072
795;0.064
795.5;0.072
796;0.064
796.5;0.072
797;0.072
797.5;0.072
798;0.064
798.5;0.064
799;0.064
799.5;0.072
800;0.064
800.5;0.064
801;0.064
801.5;0.072
802;0.064
802.5;0.064
803;0.064
803.5;0.072
804;0.064
804.5;0.072
805;0.064
805.5;0.072
806;0.064
806.5;0.072
807;0.072
807.5;0.072
808;0.064
808.5;0.064
809;0.064
809.5;0.072
810;0.064
810.5;0.064
811;0.064
811.5;0.072
812;0.064
812.5;0.064
813;0.064
813.5;0.072
814;0.064
814.5;0.064
815;0.064
815.5;0.072
816;0.064
816.5;0.064
817;0.064
817.5;0.072
818;0.064
818.5;0.064
819;0.064
819.5;0.072
820;0.064
820.5;0.072
821;0.072
821.5;0.072
822;0.064
822.5;0.064
823;0.064
823.5;0.072
824;0.064
824.5;0.064
825;0.064
825.5;0.072
826;0.064
826.5;0.064
827;0.072
827.5;0.072
828;0.064
828.5;0.064
829;0.072
829.5;0.072
830;0.064
830.5;0.072
831;0.064
831.5;0.072
832;0.064
832.5;0.064
833;0.064
833.5;0.072
834;0.064
834.5;0.064
835;0
835.5;0.008
836;0
836.5;0
837;0
837.5;0
838;0
838.5;0
839;0.008
839.5;0.008
840;0
840.5;0
841;0
841.5;0.008
842;0
842.5;0.008
843;0.008
843.5;0.008
844;0
844.5;0
845;0
845.5;0.008
846;0
846.5;0
847;0
847.5;0.008
848;0
848.5;0
849;0
849.5;0.008
850;0
850.5;0.008
851;0
851.5;0.008
852;0
852.5;0
853;0.008
853.5;0.008
854;0
854.5;0
