# Oscilloscope file ./20160704_125051.bin
# Channel 2
Time / s;Voltage / V
0;1.536
0.5;1.536
1;1.544
1.5;1.544
2;1.536
2.5;1.536
3;1.536
3.5;1.536
4;1.528
4.5;1.528
5;1.528
5.5;1.536
6;1.52
6.5;1.52
7;1.52
7.5;1.528
8;1.52
8.5;1.52
9;1.52
9.5;1.52
10;1.512
10.5;1.512
11;1.512
11.5;1.512
12;1.504
12.5;1.512
13;1.504
13.5;1.512
14;1.504
14.5;1.504
15;1.504
15.5;1.504
16;1.496
16.5;1.496
17;1.496
17.5;1.496
18;1.488
18.5;1.496
19;1.496
19.5;1.496
20;1.488
20.5;1.488
21;1.488
21.5;1.488
22;1.48
22.5;1.48
23;1.48
23.5;1.48
24;1.472
24.5;1.48
25;1.472
25.5;1.48
26;1.472
26.5;1.472
27;1.472
27.5;1.472
28;1.464
28.5;1.464
29;1.464
29.5;1.464
30;1.456
30.5;1.464
31;1.464
31.5;1.464
32;1.456
32.5;1.456
33;1.456
33.5;1.456
34;1.448
34.5;1.456
35;1.448
35.5;1.456
36;1.44
36.5;1.448
37;1.448
37.5;1.448
38;1.44
38.5;1.44
39;1.44
39.5;1.44
40;1.432
40.5;1.44
41;1.44
41.5;1.44
42;1.424
42.5;1.424
43;1.432
43.5;1.432
44;1.424
44.5;1.424
45;1.424
45.5;1.424
46;1.416
46.5;1.416
47;1.416
47.5;1.416
48;1.416
48.5;1.416
49;1.408
49.5;1.416
50;1.408
50.5;1.408
51;1.408
51.5;1.408
52;1.4
52.5;1.4
53;1.4
53.5;1.4
54;1.392
54.5;1.4
55;1.4
55.5;1.4
56;1.392
56.5;1.392
57;1.392
57.5;1.392
58;1.376
58.5;1.384
59;1.384
59.5;1.384
60;1.376
60.5;1.376
61;1.376
61.5;1.376
62;1.368
62.5;1.368
63;1.368
63.5;1.368
64;1.36
64.5;1.368
65;1.36
65.5;1.36
66;1.36
66.5;1.36
67;1.352
67.5;1.36
68;1.352
68.5;1.352
69;1.352
69.5;1.352
70;1.344
70.5;1.344
71;1.344
71.5;1.344
72;1.336
72.5;1.336
73;1.336
73.5;1.336
74;1.328
74.5;1.328
75;1.336
75.5;1.336
76;1.328
76.5;1.328
77;1.328
77.5;1.328
78;1.32
78.5;1.32
79;1.32
79.5;1.32
80;1.312
80.5;1.312
81;1.32
81.5;1.32
82;1.312
82.5;1.312
83;1.312
83.5;1.312
84;1.304
84.5;1.304
85;1.304
85.5;1.312
86;1.304
86.5;1.304
87;1.304
87.5;1.312
88;1.304
88.5;1.312
89;1.304
89.5;1.312
90;1.304
90.5;1.312
91;1.304
91.5;1.312
92;1.304
92.5;1.312
93;1.304
93.5;1.312
94;1.304
94.5;1.312
95;1.304
95.5;1.312
96;1.304
96.5;1.304
97;1.304
97.5;1.312
98;1.304
98.5;1.304
99;1.304
99.5;1.312
100;1.304
100.5;1.304
101;1.304
101.5;1.312
102;1.304
102.5;1.312
103;1.304
103.5;1.312
104;1.304
104.5;1.312
105;1.312
105.5;1.312
106;1.304
106.5;1.312
107;1.312
107.5;1.312
108;1.304
108.5;1.304
109;1.304
109.5;1.312
110;1.304
110.5;1.312
111;1.304
111.5;1.312
112;1.304
112.5;1.304
113;1.304
113.5;1.304
114;1.304
114.5;1.304
115;1.304
115.5;1.304
116;1.304
116.5;1.304
117;1.304
117.5;1.304
118;1.296
118.5;1.304
119;1.304
119.5;1.304
120;1.296
120.5;1.304
121;1.296
121.5;1.304
122;1.296
122.5;1.296
123;1.304
123.5;1.304
124;1.296
124.5;1.296
125;1.296
125.5;1.304
126;1.296
126.5;1.304
127;1.304
127.5;1.304
128;1.296
128.5;1.304
129;1.304
129.5;1.304
130;1.296
130.5;1.304
131;1.296
131.5;1.304
132;1.296
132.5;1.296
133;1.304
133.5;1.304
134;1.296
134.5;1.304
135;1.304
135.5;1.304
136;1.296
136.5;1.304
137;1.304
137.5;1.304
138;1.296
138.5;1.304
139;1.296
139.5;1.304
140;1.296
140.5;1.304
141;1.304
141.5;1.304
142;1.304
142.5;1.304
143;1.304
143.5;1.304
144;1.304
144.5;1.304
145;1.304
145.5;1.304
146;1.304
146.5;1.304
147;1.304
147.5;1.312
148;1.304
148.5;1.304
149;1.312
149.5;1.312
150;1.304
150.5;1.304
151;1.304
151.5;1.312
152;1.304
152.5;1.304
153;1.304
153.5;1.312
154;1.304
154.5;1.312
155;1.304
155.5;1.312
156;1.304
156.5;1.304
157;1.304
157.5;1.312
158;1.304
158.5;1.312
159;1.304
159.5;1.312
160;1.304
160.5;1.304
161;1.304
161.5;1.312
162;1.304
162.5;1.304
163;1.304
163.5;1.312
164;1.304
164.5;1.304
165;1.304
165.5;1.312
166;1.304
166.5;1.312
167;1.304
167.5;1.312
168;1.304
168.5;1.312
169;1.304
169.5;1.312
170;1.304
170.5;1.312
171;1.312
171.5;1.312
172;1.304
172.5;1.312
173;1.304
173.5;1.312
174;1.304
174.5;1.312
175;1.312
175.5;1.312
176;1.304
176.5;1.304
177;1.312
177.5;1.312
178;1.304
178.5;1.312
179;1.312
179.5;1.312
180;1.304
180.5;1.312
181;1.304
181.5;1.312
182;1.304
182.5;1.304
183;1.312
183.5;1.312
184;1.304
184.5;1.312
185;1.304
185.5;1.312
186;1.304
186.5;1.312
187;1.312
187.5;1.312
188;1.304
188.5;1.304
189;1.304
189.5;1.312
190;1.304
190.5;1.312
191;1.304
191.5;1.312
192;1.304
192.5;1.304
193;1.304
193.5;1.312
194;1.304
194.5;1.304
195;1.304
195.5;1.312
196;1.304
196.5;1.304
197;1.312
197.5;1.312
198;1.304
198.5;1.304
199;1.312
199.5;1.312
200;1.304
200.5;1.304
201;1.312
201.5;1.312
202;1.304
202.5;1.312
203;1.304
203.5;1.312
204;1.304
