# Oscilloscope file ./20160704_113934.bin
# Channel 2
Time / s;Voltage / V
0;1.552
0.5;1.552
1;1.552
1.5;1.552
2;1.552
2.5;1.552
3;1.552
3.5;1.552
4;1.552
4.5;1.552
5;1.552
5.5;1.552
6;1.544
6.5;1.544
7;1.552
7.5;1.552
8;1.536
8.5;1.536
9;1.536
9.5;1.544
10;1.536
10.5;1.536
11;1.536
11.5;1.536
12;1.528
12.5;1.536
13;1.528
13.5;1.528
14;1.52
14.5;1.528
15;1.528
15.5;1.528
16;1.52
16.5;1.52
17;1.52
17.5;1.52
18;1.52
18.5;1.52
19;1.512
19.5;1.512
20;1.512
20.5;1.512
21;1.512
21.5;1.512
22;1.504
22.5;1.512
23;1.504
23.5;1.504
24;1.504
24.5;1.504
25;1.504
25.5;1.504
26;1.496
26.5;1.496
27;1.496
27.5;1.496
28;1.488
28.5;1.488
29;1.488
29.5;1.488
30;1.488
30.5;1.488
31;1.488
31.5;1.488
32;1.48
32.5;1.48
33;1.48
33.5;1.48
34;1.472
34.5;1.48
35;1.472
35.5;1.48
36;1.464
36.5;1.464
37;1.472
37.5;1.472
38;1.464
38.5;1.464
39;1.464
39.5;1.464
40;1.456
40.5;1.456
41;1.456
41.5;1.456
42;1.456
42.5;1.456
43;1.448
43.5;1.456
44;1.448
44.5;1.456
45;1.448
45.5;1.448
46;1.44
46.5;1.44
47;1.44
47.5;1.44
48;1.44
48.5;1.44
49;1.432
49.5;1.44
50;1.432
50.5;1.432
51;1.432
51.5;1.432
52;1.424
52.5;1.432
53;1.432
53.5;1.432
54;1.416
54.5;1.424
55;1.424
55.5;1.424
56;1.416
56.5;1.416
57;1.416
57.5;1.416
58;1.408
58.5;1.408
59;1.408
59.5;1.416
60;1.408
60.5;1.408
61;1.408
61.5;1.408
62;1.4
62.5;1.4
63;1.4
63.5;1.4
64;1.392
64.5;1.4
65;1.392
65.5;1.4
66;1.392
66.5;1.392
67;1.392
67.5;1.392
68;1.384
68.5;1.384
69;1.384
69.5;1.392
70;1.384
70.5;1.384
71;1.384
71.5;1.384
72;1.376
72.5;1.376
73;1.376
73.5;1.376
74;1.368
74.5;1.376
75;1.376
75.5;1.376
76;1.368
76.5;1.368
77;1.368
77.5;1.368
78;1.36
78.5;1.36
79;1.36
79.5;1.36
80;1.352
80.5;1.36
81;1.352
81.5;1.352
82;1.344
82.5;1.352
83;1.344
83.5;1.352
84;1.344
84.5;1.344
85;1.344
85.5;1.344
86;1.336
86.5;1.336
87;1.336
87.5;1.336
88;1.328
88.5;1.328
89;1.328
89.5;1.328
90;1.32
90.5;1.328
91;1.32
91.5;1.328
92;1.32
92.5;1.32
93;1.32
93.5;1.32
94;1.312
94.5;1.312
95;1.32
95.5;1.32
96;1.312
96.5;1.32
97;1.312
97.5;1.312
98;1.304
98.5;1.312
99;1.304
99.5;1.312
100;1.304
100.5;1.312
101;1.304
101.5;1.312
102;1.304
102.5;1.304
103;1.312
103.5;1.312
104;1.304
104.5;1.312
105;1.304
105.5;1.312
106;1.304
106.5;1.304
107;1.304
107.5;1.312
108;1.304
108.5;1.304
109;1.312
109.5;1.312
110;1.304
110.5;1.304
111;1.304
111.5;1.312
112;1.304
112.5;1.304
113;1.304
113.5;1.312
114;1.304
