#### T in °C +/- 0.1 || #### Sample A: I/mA || U_leit (B = 0)/V || U_H^+ (B = 0.5T)mV || U_H^- (B = -0.5T)/mV || #### Sample B: I/muA || U_leit (B = 0)mV || U_H^+ (B = 0.5T)mV || U_H^- (B = -0.5T)mV


#######################
-180 1.0 0.946 -165.14 191.22 19.69 1.39 -37.06 36.87
-170 1.0 0.853 -164.45 193.29 19.69 1.86 -37.36 37.36
-160 1.0 0.794 -164.40 194.69 19.69 2.45 -38.09 37.97
-150 1.0 0.764 -162.84 195.30 19.69 3.11 -38.64 38.41
-140 1.0 0.756 -159.75 194.91 19.69 3.80 -38.40 38.09
-130 1.0 0.768 -155.27 193.89 19.69 4.54 -38.16 37.93
-120 1.0 0.796 -150.09 191.68 19.68 5.29 -37.57 37.28
-110 1.0 0.836 -143.78 188.74 19.68 6.05 -36.91 36.65
-100 1.0 0.883 -136.84 185.15 19.68 6.84 -36.21 35.94
-90 1.0 0.938 -129.33 181.22 19.67 7.62 -35.33 35.05
-80 1.0 0.998 -121.65 177.09 19.67 8.34 -34.40 34.11
-70 1.0 1.054 -113.99 172.84 19.66 9.11 -33.38 33.11
-60 1.0 1.115 -106.71 168.81 19.66 9.82 -32.35 32.09
-50 1.0 1.169 -99.87 164.93 19.62 10.50 -31.27 31.02
-40 1.0 1.222 -93.76 161.40 19.57 11.15 -30.15 29.92
-30 1.0 1.272 -87.15 157.03 19.53 11.80 -29.07 28.82
-20 1.0 1.309 -80.04 150.77 19.57 12.46 -28.02 27.76
-10 1.0 1.311 -71.07 137.71 19.54 13.09 -26.91 26.45
0 1.0 1.044 -50.70 97.35 19.53 13.53 -25.51 25.35
10 0.85 0.870 -38.94 66.72
20 0.85 0.654 -27.32 40.06
30 1.4 0.756 -29.43 37.00
40 1.4 0.544 -19.10 21.95
50 2.0 0.509 -17.18 19.13
60 2.6 0.454 -14.48 15.66
70 2.8 0.346 -10.30 11.19
80 3.2 0.281 -7.84 8.69
89.4 3.75 0.241 -6.36 7.19
100.7 4.2 0.191 -4.61 5.50
109.4 5.0 0.178 -4.02 4.93
120.8 5.50 0.143 -2.89 3.86
130.6 6.20 0.126 -2.33 3.31
140.1 7.3 0.121 -2.03 3.05
149.1 8.5 0.117 -1.78 2.81
