# Oscilloscope file ./20160704_112009.bin
# Channel 2
Time / s;Voltage / V
0;0
0.5;0.0016
1;0
1.5;0.0216
2;0
2.5;0.018
3;0.0188
3.5;0.02
4;0.0184
4.5;0.0188
5;0.018
5.5;0.0216
6;0.0168
6.5;0.0168
7;0.018
7.5;0.0212
8;0.018
8.5;0.0196
9;0.0184
9.5;0.02
10;0.0172
10.5;0.018
11;0.0184
11.5;0.0204
12;0.0156
12.5;0.0156
13;0.0176
13.5;0.02
14;0.0164
14.5;0.0164
15;0.0184
15.5;0.0212
16;0.0172
16.5;0.0172
17;0.0192
17.5;0.0208
18;0.0172
18.5;0.0196
19;0.0196
19.5;0.0208
20;0.018
20.5;0.018
21;0.0184
21.5;0.022
22;0.0176
22.5;0.0196
23;0.0204
23.5;0.0208
24;0.0176
24.5;0.018
25;0.0188
25.5;0.024
26;0.0184
26.5;0.0184
27;0.018
27.5;0.0208
28;0.0172
28.5;0.0188
29;0.0196
29.5;0.0208
30;0.0184
30.5;0.0184
31;0.0196
31.5;0.0208
32;0.0188
32.5;0.0188
33;0.0196
33.5;0.02
34;0.0164
34.5;0.0196
35;0.0184
35.5;0.0208
36;0.018
36.5;0.0184
37;0.0204
37.5;0.0204
38;0.018
38.5;0.0196
39;0.0188
39.5;0.0216
40;0.0176
40.5;0.02
41;0.0176
41.5;0.0192
42;0.0176
42.5;0.0192
43;0.0192
43.5;0.0192
44;0.0176
44.5;0.018
45;0.0188
45.5;0.0196
46;0.0172
46.5;0.0196
47;0.018
47.5;0.0196
48;0.0172
48.5;0.0196
49;0.0172
49.5;0.0192
50;0.016
50.5;0.0176
51;0.0192
51.5;0.0192
52;0.0176
52.5;0.0184
53;0.018
53.5;0.0196
54;0.0172
54.5;0.018
55;0.018
55.5;0.0196
56;0.018
56.5;0.0188
57;0.0176
57.5;0.0192
58;0.0168
58.5;0.0192
59;0.0172
59.5;0.0204
60;0.0168
60.5;0.0204
61;0.0188
61.5;0.0196
62;0.0172
62.5;0.0192
63;0.0192
63.5;0.0192
64;0.0172
64.5;0.0184
65;0.0192
65.5;0.0192
66;0.0164
66.5;0.0164
67;0.0176
67.5;0.0196
68;0.0168
68.5;0.0172
69;0.018
69.5;0.02
70;0.0156
70.5;0.0176
71;0.018
71.5;0.02
72;0.016
72.5;0.0188
73;0.0188
73.5;0.02
74;0.0152
74.5;0.0164
75;0.016
75.5;0.0176
76;0.0136
76.5;0.0172
77;0.0192
77.5;0.0192
78;0.0136
78.5;0.0176
79;0.018
79.5;0.0184
80;0.0156
80.5;0.0172
81;0.0148
81.5;0.018
82;0.0148
82.5;0.0168
83;0.0168
83.5;0.0192
84;0.016
84.5;0.0168
85;0.0176
85.5;0.0176
86;0.0156
86.5;0.0164
87;0.0176
87.5;0.0188
88;0.0164
88.5;0.0168
89;0.0164
89.5;0.018
90;0.0144
90.5;0.016
91;0.016
91.5;0.0168
92;0.0124
92.5;0.0124
93;0.018
93.5;0.0184
94;0.0152
94.5;0.0176
95;0.0164
95.5;0.018
96;0.0164
96.5;0.0172
97;0.0172
97.5;0.0208
98;0.0164
98.5;0.0168
99;0.016
99.5;0.0176
100;0.0156
100.5;0.0172
