# Oscilloscope file ./20160704_113920.bin
# Channel 1
Time / s;Voltage / V
0;5.2
0.5;5.2
1;5.2
1.5;5.2
2;5.2
2.5;5.2
3;5.2
3.5;5.2
4;5.2
4.5;5.2
5;5.24
5.5;5.24
6;5.2
6.5;5.2
7;5.2
7.5;5.2
8;5.16
8.5;5.16
9;5.16
9.5;5.2
10;5.16
10.5;5.16
11;5.16
11.5;5.16
12;5.12
12.5;5.16
13;5.16
13.5;5.16
14;5.08
14.5;5.12
15;5.12
15.5;5.16
16;5.08
16.5;5.12
17;5.12
17.5;5.12
18;5.08
18.5;5.12
19;5.08
19.5;5.12
20;5.08
20.5;5.08
21;5.08
21.5;5.08
22;5.08
22.5;5.08
23;5.08
23.5;5.08
24;5.04
24.5;5.04
25;5.08
25.5;5.08
26;5.04
26.5;5.04
27;5.04
27.5;5.04
28;5
28.5;5
29;5.04
29.5;5.04
30;5
30.5;5.04
31;5.04
31.5;5.04
32;5
32.5;5
33;5
33.5;5
34;4.96
34.5;4.96
35;5
35.5;5
36;4.96
36.5;4.96
37;5
37.5;5
38;4.96
38.5;4.96
39;4.96
39.5;4.96
40;4.96
40.5;4.96
41;4.92
41.5;4.96
42;4.92
42.5;4.92
43;4.96
43.5;4.96
44;4.92
44.5;4.92
45;4.92
45.5;4.92
46;4.88
46.5;4.92
47;4.88
47.5;4.92
48;4.88
48.5;4.88
49;4.92
49.5;4.92
50;4.88
50.5;4.88
51;4.88
51.5;4.88
52;4.84
52.5;4.84
53;4.84
53.5;4.88
54;4.84
54.5;4.88
55;4.84
55.5;4.84
56;4.8
56.5;4.8
57;4.84
57.5;4.84
58;4.8
58.5;4.8
59;4.8
59.5;4.84
60;4.8
60.5;4.8
61;4.8
61.5;4.8
62;4.76
62.5;4.76
63;4.8
63.5;4.8
64;4.76
64.5;4.8
65;4.76
65.5;4.76
66;4.76
66.5;4.76
67;4.76
67.5;4.76
68;4.72
68.5;4.72
69;4.72
69.5;4.76
70;4.72
70.5;4.72
71;4.72
71.5;4.76
72;4.68
72.5;4.72
73;4.72
73.5;4.72
74;4.64
74.5;4.72
75;4.72
75.5;4.72
76;4.64
76.5;4.68
77;4.68
77.5;4.68
78;4.64
78.5;4.68
79;4.68
79.5;4.68
80;4.64
80.5;4.68
81;4.68
81.5;4.68
82;4.64
82.5;4.64
83;4.64
83.5;4.64
84;4.6
84.5;4.6
85;4.64
85.5;4.64
86;4.6
86.5;4.6
87;4.6
87.5;4.6
88;4.6
88.5;4.6
89;4.6
89.5;4.6
90;4.56
90.5;4.6
91;4.56
91.5;4.6
92;4.56
92.5;4.56
93;4.56
93.5;4.56
94;4.56
94.5;4.56
95;4.56
95.5;4.56
96;4.52
96.5;4.56
97;4.52
97.5;4.56
98;4.52
98.5;4.52
99;4.52
99.5;4.56
100;4.52
100.5;4.52
101;4.48
101.5;4.52
102;4.48
102.5;4.48
103;4.52
103.5;4.52
104;4.48
104.5;4.48
105;4.48
105.5;4.48
106;4.44
106.5;4.48
107;4.48
107.5;4.48
108;4.44
108.5;4.44
109;4.44
109.5;4.44
110;4.44
110.5;4.44
111;4.4
111.5;4.44
112;4.4
112.5;4.4
113;4.4
113.5;4.44
114;4.4
114.5;4.4
115;4.4
115.5;4.44
116;4.4
116.5;4.4
117;4.4
117.5;4.4
118;4.36
118.5;4.36
119;4.36
119.5;4.4
120;4.36
120.5;4.36
121;4.36
121.5;4.36
122;4.36
122.5;4.36
123;4.36
123.5;4.36
124;4.32
124.5;4.32
125;4.36
125.5;4.36
126;4.32
126.5;4.36
127;4.32
127.5;4.32
128;4.32
128.5;4.32
129;4.28
129.5;4.32
130;4.28
130.5;4.28
131;4.28
131.5;4.32
132;4.28
132.5;4.28
133;4.28
133.5;4.28
134;4.24
134.5;4.28
135;4.24
135.5;4.28
136;4.24
136.5;4.24
137;4.24
137.5;4.28
138;4.24
138.5;4.24
139;4.24
139.5;4.24
140;4.2
140.5;4.24
141;4.2
141.5;4.24
142;4.2
142.5;4.2
143;4.2
143.5;4.24
144;4.2
144.5;4.2
145;4.2
145.5;4.2
146;4.16
146.5;4.16
147;4.16
147.5;4.2
148;4.16
148.5;4.16
149;4.16
149.5;4.2
150;4.12
150.5;4.16
151;4.16
151.5;4.16
152;4.12
152.5;4.12
153;4.12
153.5;4.12
154;4.12
154.5;4.12
155;4.12
155.5;4.12
156;4.12
156.5;4.12
157;4.12
157.5;4.12
158;4.08
158.5;4.12
159;4.08
159.5;4.08
160;4.04
160.5;4.04
161;4.08
161.5;4.08
162;4.04
162.5;4.08
163;4.08
163.5;4.08
164;4.04
164.5;4.04
165;4.04
165.5;4.04
166;4.04
166.5;4.04
167;4.04
167.5;4.04
168;4
168.5;4.04
169;4
169.5;4.04
170;4
170.5;4
171;4
171.5;4
172;3.96
172.5;4
173;4
173.5;4
174;3.96
174.5;4
175;3.96
175.5;4
176;3.96
176.5;3.96
177;3.96
