# Oscilloscope file ./20160704_125038.bin
# Channel 1
Time / s;Voltage / V
0;5.2
0.5;5.2
1;5.24
1.5;5.24
2;5.2
2.5;5.2
3;5.2
3.5;5.2
4;5.16
4.5;5.16
5;5.16
5.5;5.2
6;5.16
6.5;5.16
7;5.16
7.5;5.16
8;5.12
8.5;5.12
9;5.16
9.5;5.16
10;5.12
10.5;5.12
11;5.16
11.5;5.16
12;5.12
12.5;5.12
13;5.12
13.5;5.12
14;5.08
14.5;5.08
15;5.08
15.5;5.12
16;5.08
16.5;5.08
17;5.08
17.5;5.12
18;5.08
18.5;5.08
19;5.08
19.5;5.08
20;5.04
20.5;5.08
21;5.08
21.5;5.08
22;5
22.5;5.08
23;5
23.5;5.04
24;5
24.5;5
25;5
25.5;5.04
26;5
26.5;5.04
27;5
27.5;5.04
28;5
28.5;5
29;5
29.5;5
30;4.96
30.5;5
31;5
31.5;5
32;4.96
32.5;4.96
33;4.96
33.5;4.96
34;4.96
34.5;4.96
35;4.96
35.5;4.96
36;4.96
36.5;4.96
37;4.96
37.5;4.96
38;4.92
38.5;4.92
39;4.92
39.5;4.92
40;4.92
40.5;4.92
41;4.92
41.5;4.92
42;4.88
42.5;4.88
43;4.88
43.5;4.92
44;4.88
44.5;4.88
45;4.88
45.5;4.88
46;4.88
46.5;4.88
47;4.88
47.5;4.88
48;4.84
48.5;4.84
49;4.84
49.5;4.88
50;4.84
50.5;4.88
51;4.84
51.5;4.84
52;4.84
52.5;4.84
53;4.84
53.5;4.84
54;4.8
54.5;4.84
55;4.8
55.5;4.84
56;4.8
56.5;4.8
57;4.8
57.5;4.8
58;4.76
58.5;4.8
59;4.8
59.5;4.8
60;4.76
60.5;4.76
61;4.8
61.5;4.8
62;4.76
62.5;4.76
63;4.76
63.5;4.76
64;4.72
64.5;4.76
65;4.72
65.5;4.76
66;4.72
66.5;4.72
67;4.72
67.5;4.76
68;4.68
68.5;4.72
69;4.72
69.5;4.72
70;4.68
70.5;4.68
71;4.68
71.5;4.72
72;4.68
72.5;4.68
73;4.68
73.5;4.72
74;4.68
74.5;4.68
75;4.68
75.5;4.68
76;4.64
76.5;4.68
77;4.64
77.5;4.68
78;4.64
78.5;4.64
79;4.64
79.5;4.64
80;4.6
80.5;4.64
81;4.64
81.5;4.64
82;4.6
82.5;4.6
83;4.6
83.5;4.6
84;4.56
84.5;4.6
85;4.6
85.5;4.6
86;4.56
86.5;4.56
87;4.56
87.5;4.6
88;4.56
88.5;4.56
89;4.56
89.5;4.6
90;4.56
90.5;4.56
91;4.52
91.5;4.56
92;4.52
92.5;4.52
93;4.56
93.5;4.56
94;4.52
94.5;4.52
95;4.52
95.5;4.52
96;4.48
96.5;4.52
97;4.52
97.5;4.52
98;4.48
98.5;4.52
99;4.48
99.5;4.52
100;4.48
100.5;4.48
101;4.44
101.5;4.48
102;4.44
102.5;4.48
103;4.48
103.5;4.48
104;4.44
104.5;4.48
105;4.44
105.5;4.44
106;4.44
106.5;4.44
107;4.44
107.5;4.48
108;4.4
108.5;4.4
109;4.44
109.5;4.44
110;4.4
110.5;4.4
111;4.44
111.5;4.44
112;4.36
112.5;4.4
113;4.4
113.5;4.4
114;4.36
114.5;4.4
115;4.4
115.5;4.4
116;4.36
116.5;4.36
117;4.36
117.5;4.4
118;4.32
118.5;4.32
119;4.36
119.5;4.36
120;4.32
120.5;4.32
121;4.32
121.5;4.36
122;4.32
122.5;4.32
123;4.32
123.5;4.36
124;4.28
124.5;4.32
125;4.28
125.5;4.32
126;4.28
126.5;4.28
127;4.28
127.5;4.32
128;4.24
128.5;4.28
129;4.28
129.5;4.28
130;4.24
130.5;4.24
131;4.28
131.5;4.28
132;4.24
132.5;4.24
133;4.24
133.5;4.24
134;4.2
134.5;4.24
135;4.24
135.5;4.24
136;4.2
136.5;4.24
137;4.24
137.5;4.24
138;4.2
138.5;4.2
139;4.2
139.5;4.24
140;4.2
140.5;4.2
141;4.2
141.5;4.2
142;4.16
142.5;4.16
143;4.16
143.5;4.2
144;4.16
144.5;4.16
145;4.16
145.5;4.16
146;4.16
146.5;4.16
147;4.16
147.5;4.16
148;4.12
148.5;4.16
149;4.12
149.5;4.16
150;4.12
150.5;4.12
151;4.12
151.5;4.16
152;4.12
152.5;4.12
153;4.12
153.5;4.12
154;4.08
154.5;4.08
155;4.08
155.5;4.08
156;4.04
156.5;4.08
157;4.08
157.5;4.08
158;4.04
158.5;4.04
159;4.04
159.5;4.08
160;4.04
160.5;4.04
161;4.04
161.5;4.04
162;4
162.5;4.04
163;4
163.5;4.04
164;4
164.5;4.04
165;4
165.5;4.04
166;4
166.5;4
167;4.04
167.5;4.04
168;4
168.5;4
169;4.04
169.5;4.04
170;3.96
170.5;3.96
171;4
171.5;4
172;3.96
172.5;3.96
173;3.96
173.5;3.96
174;3.92
174.5;3.96
175;3.96
175.5;3.96
176;3.92
176.5;3.92
177;3.92
