#Spannung 5V
#Intensitaet | strom in mA

0,000000 0,009950
0,050000 0,096335
0,100000 0,138583
0,150000 0,180843
0,200000 0,212060
0,250000 0,236966
0,300000 0,265826
0,350000 0,291499
0,400000 0,312731
0,450000 0,330688
0,500000 0,354062
0,550000 0,373545
0,600000 0,383920
0,650000 0,399832
0,700000 0,417595
0,750000 0,436405
0,800000 0,449667
0,850000 0,469723
0,900000 0,485329
0,950000 0,495874
1,000000 0,512451
